Time_Series,AUSTRALIAN_DOLLAR/US$,EURO/US$,UK_POUND/US$,CANADIAN_DOLLAR/US$,US$
2015-11-25,1.3801,0.9420,0.6619,1.3298,1.0000
2015-11-27,1.3904,0.9438,0.6649,1.336,1.0000
2015-11-30,1.3822,0.9468,0.6647,1.3332,1.0000
2015-12-01,1.3661,0.9416,0.6634,1.3372,1.0000
2015-12-02,1.3682,0.9458,0.6699,1.3357,1.0000
2015-12-03,1.3680,0.9173,0.6628,1.3393,1.0000
2015-12-04,1.3613,0.9188,0.6623,1.3364,1.0000
2015-12-07,1.3759,0.9225,0.6633,1.3508,1.0000
2015-12-08,1.3868,0.9195,0.6667,1.3594,1.0000
2015-12-09,1.3881,0.9104,0.6593,1.3595,1.0000
2015-12-10,1.3701,0.9134,0.6589,1.3598,1.0000
2015-12-11,1.3862,0.9089,0.6573,1.3695,1.0000
2015-12-14,1.3778,0.9070,0.6609,1.3732,1.0000
2015-12-15,1.3935,0.9165,0.6647,1.3729,1.0000
2015-12-16,1.3875,0.9143,0.6661,1.3805,1.0000
2015-12-17,1.4085,0.9256,0.6722,1.397,1.0000
2015-12-18,1.3895,0.9219,0.6705,1.3876,1.0000
2015-12-21,1.3943,0.9158,0.6709,1.3989,1.0000
2015-12-22,1.3829,0.9109,0.6752,1.3929,1.0000
2015-12-23,1.3848,0.9195,0.6728,1.386,1.0000
2015-12-24,1.3757,0.9128,0.6692,1.3847,1.0000
2015-12-28,1.3770,0.9105,0.6719,1.3893,1.0000
2015-12-29,1.3712,0.9161,0.6759,1.3848,1.0000
2015-12-30,1.3729,0.9164,0.6742,1.3883,1.0000
2015-12-31,1.3725,0.9209,0.6782,1.3839,1.0000
2016-01-04,1.3955,0.9257,0.6809,1.397,1.0000
2016-01-05,1.3984,0.9308,0.6819,1.3991,1.0000
2016-01-06,1.4144,0.9292,0.6837,1.4084,1.0000
2016-01-07,1.4235,0.9208,0.6859,1.4061,1.0000
2016-01-08,1.4335,0.9187,0.6886,1.415,1.0000
2016-01-11,1.4302,0.9193,0.6866,1.4203,1.0000
2016-01-12,1.4337,0.9228,0.6943,1.4293,1.0000
2016-01-13,1.4294,0.9206,0.6911,1.4294,1.0000
2016-01-14,1.4327,0.9206,0.6940,1.4374,1.0000
2016-01-15,1.4569,0.9121,0.6998,1.4531,1.0000
2016-01-19,1.4432,0.9169,0.7057,1.4513,1.0000
2016-01-20,1.4588,0.9168,0.7059,1.4592,1.0000
2016-01-21,1.4280,0.9231,0.7043,1.4244,1.0000
2016-01-22,1.4257,0.9247,0.6989,1.4153,1.0000
2016-01-25,1.4347,0.9232,0.7020,1.4248,1.0000
2016-01-26,1.4276,0.9220,0.6973,1.4062,1.0000
2016-01-27,1.4136,0.9202,0.7012,1.404,1.0000
2016-01-28,1.4114,0.9131,0.6968,1.4077,1.0000
2016-01-29,1.4142,0.9232,0.7050,1.4074,1.0000
2016-02-01,1.4116,0.9184,0.6960,1.4005,1.0000
2016-02-02,1.4168,0.9168,0.6945,1.4039,1.0000
2016-02-03,1.4017,0.9049,0.6861,1.3843,1.0000
2016-02-04,1.3858,0.8929,0.6859,1.3724,1.0000
2016-02-05,1.4116,0.8984,0.6912,1.3875,1.0000
2016-02-08,1.4079,0.8953,0.6937,1.3921,1.0000
2016-02-09,1.4154,0.8850,0.6909,1.386,1.0000
2016-02-10,1.4106,0.8911,0.6909,1.3969,1.0000
2016-02-11,1.4092,0.8801,0.6921,1.3933,1.0000
2016-02-12,1.4088,0.8901,0.6916,1.3834,1.0000
2016-02-16,1.4079,0.8977,0.6998,1.3857,1.0000
2016-02-17,1.3951,0.8977,0.6985,1.3682,1.0000
2016-02-18,1.3986,0.9016,0.6977,1.3718,1.0000
2016-02-19,1.4035,0.8987,0.6972,1.3798,1.0000
2016-02-22,1.3816,0.9076,0.7064,1.3684,1.0000
2016-02-23,1.3872,0.9078,0.7123,1.3791,1.0000
2016-02-24,1.3933,0.9074,0.7178,1.3765,1.0000
2016-02-25,1.3873,0.9069,0.7175,1.3572,1.0000
2016-02-26,1.4025,0.9147,0.7211,1.3546,1.0000
2016-02-29,1.3982,0.9201,0.7181,1.3522,1.0000
2016-03-01,1.3943,0.9219,0.7169,1.3404,1.0000
2016-03-02,1.3759,0.9221,0.7113,1.3466,1.0000
2016-03-03,1.3587,0.9134,0.7066,1.3405,1.0000
2016-03-04,1.3468,0.9083,0.7029,1.3337,1.0000
2016-03-07,1.3392,0.9088,0.7015,1.33,1.0000
2016-03-08,1.3421,0.9068,0.7030,1.3388,1.0000
2016-03-09,1.3284,0.9073,0.7024,1.3233,1.0000
2016-03-10,1.3434,0.8959,0.6990,1.3372,1.0000
2016-03-11,1.3207,0.8945,0.6932,1.3211,1.0000
2016-03-14,1.3307,0.9003,0.6981,1.3291,1.0000
2016-03-15,1.3396,0.8999,0.7059,1.3355,1.0000
2016-03-16,1.3450,0.9029,0.7092,1.3364,1.0000
2016-03-17,1.3094,0.8837,0.6901,1.2982,1.0000
2016-03-18,1.3127,0.8856,0.6890,1.298,1.0000
2016-03-21,1.3168,0.8881,0.6943,1.3067,1.0000
2016-03-22,1.3115,0.8906,0.7034,1.3051,1.0000
2016-03-23,1.3275,0.8949,0.7087,1.3199,1.0000
2016-03-24,1.3305,0.8958,0.7071,1.327,1.0000
2016-03-25,1.3301,0.8957,0.7077,1.3264,1.0000
2016-03-28,1.3247,0.8921,0.7018,1.3184,1.0000
2016-03-29,1.3215,0.8925,0.7002,1.3153,1.0000
2016-03-30,1.3043,0.8826,0.6949,1.2962,1.0000
2016-03-31,1.3026,0.8780,0.6954,1.2969,1.0000
2016-04-01,1.3034,0.8783,0.7040,1.3047,1.0000
2016-04-04,1.3134,0.8783,0.7003,1.3037,1.0000
2016-04-05,1.3300,0.8792,0.7068,1.3175,1.0000
2016-04-06,1.3135,0.8749,0.7061,1.3073,1.0000
2016-04-07,1.3326,0.8783,0.7101,1.3163,1.0000
2016-04-08,1.3238,0.8767,0.7090,1.2994,1.0000
2016-04-11,1.3160,0.8763,0.7022,1.2912,1.0000
2016-04-12,1.3057,0.8776,0.7020,1.28,1.0000
2016-04-13,1.3074,0.8864,0.7031,1.2789,1.0000
2016-04-14,1.2979,0.8879,0.7068,1.2835,1.0000
2016-04-15,1.2958,0.8853,0.7034,1.2857,1.0000
2016-04-18,1.2910,0.8832,0.7005,1.2815,1.0000
2016-04-19,1.2811,0.8791,0.6946,1.2654,1.0000
2016-04-20,1.2793,0.8826,0.6957,1.2623,1.0000
2016-04-21,1.2890,0.8849,0.6974,1.2713,1.0000
2016-04-22,1.2965,0.8898,0.6949,1.2672,1.0000
2016-04-25,1.2958,0.8870,0.6900,1.2678,1.0000
2016-04-26,1.2918,0.8835,0.6844,1.2614,1.0000
2016-04-27,1.3168,0.8832,0.6871,1.2637,1.0000
2016-04-28,1.3098,0.8830,0.6858,1.2544,1.0000
2016-04-29,1.3137,0.8740,0.6838,1.2549,1.0000
2016-05-02,1.3087,0.8684,0.6818,1.2544,1.0000
2016-05-03,1.3348,0.8690,0.6876,1.2686,1.0000
2016-05-04,1.3416,0.8706,0.6908,1.2882,1.0000
2016-05-05,1.3396,0.8769,0.6903,1.2855,1.0000
2016-05-06,1.3591,0.8756,0.6926,1.292,1.0000
2016-05-09,1.3656,0.8770,0.6940,1.2994,1.0000
2016-05-10,1.3604,0.8783,0.6919,1.2957,1.0000
2016-05-11,1.3517,0.8738,0.6906,1.2834,1.0000
2016-05-12,1.3672,0.8787,0.6919,1.2857,1.0000
2016-05-13,1.3749,0.8854,0.6959,1.2939,1.0000
2016-05-16,1.3699,0.8828,0.6939,1.2886,1.0000
2016-05-17,1.3602,0.8821,0.6904,1.2884,1.0000
2016-05-18,1.3727,0.8868,0.6842,1.2924,1.0000
2016-05-19,1.3864,0.8917,0.6846,1.3114,1.0000
2016-05-20,1.3860,0.8923,0.6890,1.3136,1.0000
2016-05-23,1.3883,0.8935,0.6923,1.3155,1.0000
2016-05-24,1.3920,0.8973,0.6839,1.3117,1.0000
2016-05-25,1.3916,0.8965,0.6805,1.3089,1.0000
2016-05-26,1.3837,0.8941,0.6815,1.298,1.0000
2016-05-27,1.3879,0.8977,0.6829,1.3001,1.0000
2016-05-31,1.3808,0.8981,0.6882,1.3097,1.0000
2016-06-01,1.3808,0.8957,0.6947,1.3089,1.0000
2016-06-02,1.3841,0.8963,0.6935,1.308,1.0000
2016-06-03,1.3626,0.8826,0.6887,1.2947,1.0000
2016-06-06,1.3583,0.8807,0.6920,1.2856,1.0000
2016-06-07,1.3419,0.8811,0.6866,1.2788,1.0000
2016-06-08,1.3371,0.8772,0.6875,1.2694,1.0000
2016-06-09,1.3457,0.8827,0.6912,1.2728,1.0000
2016-06-10,1.3523,0.8864,0.6973,1.2734,1.0000
2016-06-13,1.3524,0.8864,0.7031,1.2791,1.0000
2016-06-14,1.3587,0.8924,0.7077,1.2833,1.0000
2016-06-15,1.3506,0.8898,0.7050,1.2912,1.0000
2016-06-16,1.3676,0.8962,0.7105,1.3039,1.0000
2016-06-17,1.3541,0.8884,0.7000,1.2875,1.0000
2016-06-20,1.3408,0.8835,0.6808,1.2807,1.0000
2016-06-21,1.3403,0.8879,0.6818,1.2817,1.0000
2016-06-22,1.3349,0.8861,0.6811,1.282,1.0000
2016-06-23,1.3161,0.8793,0.6757,1.2749,1.0000
2016-06-24,1.3421,0.8988,0.7332,1.2948,1.0000
2016-06-27,1.3592,0.9071,0.7566,1.3076,1.0000
2016-06-28,1.3600,0.9046,0.7522,1.3086,1.0000
2016-06-29,1.3434,0.8995,0.7402,1.299,1.0000
2016-06-30,1.3455,0.9065,0.7552,1.301,1.0000
2016-07-01,1.3360,0.8973,0.7530,1.2897,1.0000
2016-07-05,1.3412,0.9025,0.7680,1.295,1.0000
2016-07-06,1.3314,0.9028,0.7739,1.3003,1.0000
2016-07-07,1.3355,0.9038,0.7736,1.2984,1.0000
2016-07-08,1.3229,0.9060,0.7729,1.3072,1.0000
2016-07-11,1.3273,0.9054,0.7701,1.3125,1.0000
2016-07-12,1.3104,0.9030,0.7555,1.3016,1.0000
2016-07-13,1.3116,0.8999,0.7587,1.2962,1.0000
2016-07-14,1.3103,0.9002,0.7501,1.2916,1.0000
2016-07-15,1.3180,0.9042,0.7579,1.2978,1.0000
2016-07-18,1.3163,0.9029,0.7531,1.2984,1.0000
2016-07-19,1.3340,0.9079,0.7620,1.3027,1.0000
2016-07-20,1.3358,0.9085,0.7588,1.3037,1.0000
2016-07-21,1.3339,0.9078,0.7567,1.3056,1.0000
2016-07-22,1.3417,0.9117,0.7639,1.3178,1.0000
2016-07-25,1.3408,0.9107,0.7616,1.3224,1.0000
2016-07-26,1.3305,0.9104,0.7614,1.3207,1.0000
2016-07-27,1.3405,0.9101,0.7637,1.3221,1.0000
2016-07-28,1.3314,0.9014,0.7604,1.317,1.0000
2016-07-29,1.3160,0.8954,0.7536,1.304,1.0000
2016-08-01,1.3215,0.8948,0.7571,1.3096,1.0000
2016-08-02,1.3139,0.8909,0.7504,1.3087,1.0000
2016-08-03,1.3172,0.8953,0.7499,1.3078,1.0000
2016-08-04,1.3094,0.8981,0.7609,1.3025,1.0000
2016-08-05,1.3132,0.9025,0.7652,1.3179,1.0000
2016-08-08,1.3062,0.9027,0.7668,1.3162,1.0000
2016-08-09,1.3026,0.9001,0.7686,1.3116,1.0000
2016-08-10,1.2958,0.8952,0.7693,1.3059,1.0000
2016-08-11,1.2970,0.8954,0.7716,1.3004,1.0000
2016-08-12,1.3040,0.8951,0.7732,1.2943,1.0000
2016-08-15,1.3009,0.8929,0.7768,1.2922,1.0000
2016-08-16,1.2992,0.8868,0.7681,1.2861,1.0000
2016-08-17,1.3125,0.8879,0.7685,1.2885,1.0000
2016-08-18,1.3014,0.8823,0.7606,1.2777,1.0000
2016-08-19,1.3123,0.8829,0.7656,1.2878,1.0000
2016-08-22,1.3108,0.8839,0.7614,1.2942,1.0000
2016-08-23,1.3103,0.8843,0.7588,1.2904,1.0000
2016-08-24,1.3149,0.8884,0.7555,1.2939,1.0000
2016-08-25,1.3139,0.8870,0.7589,1.2934,1.0000
2016-08-26,1.3134,0.8899,0.7594,1.2944,1.0000
2016-08-29,1.3200,0.8943,0.7640,1.3018,1.0000
2016-08-30,1.3305,0.8969,0.7643,1.3075,1.0000
2016-08-31,1.3300,0.8972,0.7617,1.3122,1.0000
2016-09-01,1.3259,0.8933,0.7534,1.3107,1.0000
2016-09-02,1.3233,0.8962,0.7519,1.2998,1.0000
2016-09-06,1.3031,0.8899,0.7447,1.2843,1.0000
2016-09-07,1.3029,0.8898,0.7497,1.2895,1.0000
2016-09-08,1.3045,0.8884,0.7518,1.291,1.0000
2016-09-09,1.3247,0.8917,0.7543,1.3034,1.0000
2016-09-12,1.3287,0.8905,0.7511,1.3076,1.0000
2016-09-13,1.3387,0.8895,0.7585,1.3167,1.0000
2016-09-14,1.3360,0.8872,0.7573,1.3187,1.0000
2016-09-15,1.3312,0.8892,0.7567,1.3145,1.0000
2016-09-16,1.3353,0.8961,0.7639,1.3212,1.0000
2016-09-19,1.3228,0.8945,0.7662,1.318,1.0000
2016-09-20,1.3242,0.8951,0.7708,1.3228,1.0000
2016-09-21,1.3177,0.8957,0.7705,1.3186,1.0000
2016-09-22,1.3082,0.8906,0.7638,1.3036,1.0000
2016-09-23,1.3122,0.8910,0.7717,1.3163,1.0000
2016-09-26,1.3086,0.8873,0.7705,1.3196,1.0000
2016-09-27,1.3058,0.8922,0.7689,1.3247,1.0000
2016-09-28,1.3057,0.8929,0.7695,1.3237,1.0000
2016-09-29,1.3028,0.8894,0.7698,1.3101,1.0000
2016-09-30,1.3043,0.8898,0.7683,1.3115,1.0000
2016-10-03,1.3048,0.8921,0.7788,1.3138,1.0000
2016-10-04,1.3082,0.8919,0.7846,1.3171,1.0000
2016-10-05,1.3127,0.8932,0.7846,1.3177,1.0000
2016-10-06,1.3193,0.8962,0.7907,1.3209,1.0000
2016-10-07,1.3235,0.8964,0.8042,1.3306,1.0000
2016-10-11,1.3254,0.9040,0.8185,1.3235,1.0000
2016-10-12,1.3240,0.9079,0.8200,1.3277,1.0000
2016-10-13,1.3231,0.9060,0.8196,1.3219,1.0000
2016-10-14,1.3141,0.9103,0.8204,1.3169,1.0000
2016-10-17,1.3113,0.9091,0.8206,1.3135,1.0000
2016-10-18,1.3023,0.9093,0.8123,1.3105,1.0000
2016-10-19,1.2962,0.9119,0.8144,1.3105,1.0000
2016-10-20,1.3089,0.9146,0.8159,1.3197,1.0000
2016-10-21,1.3163,0.9203,0.8190,1.3324,1.0000
2016-10-24,1.3153,0.9184,0.8194,1.3387,1.0000
2016-10-25,1.3068,0.9183,0.8221,1.3333,1.0000
2016-10-26,1.3060,0.9161,0.8174,1.3361,1.0000
2016-10-27,1.3148,0.9171,0.8215,1.3385,1.0000
2016-10-28,1.3196,0.9146,0.8227,1.3383,1.0000
2016-10-31,1.3139,0.9122,0.8189,1.3403,1.0000
2016-11-01,1.3057,0.9056,0.8185,1.3377,1.0000
2016-11-02,1.3043,0.8994,0.8120,1.3387,1.0000
2016-11-03,1.3019,0.9014,0.8030,1.3384,1.0000
2016-11-04,1.3040,0.8992,0.7971,1.3413,1.0000
2016-11-07,1.2987,0.9060,0.8063,1.338,1.0000
2016-11-08,1.2932,0.9063,0.8083,1.3335,1.0000
2016-11-09,1.3031,0.9131,0.8017,1.3406,1.0000
2016-11-10,1.3175,0.9189,0.7985,1.3474,1.0000
2016-11-14,1.3277,0.9326,0.8020,1.3581,1.0000
2016-11-15,1.3263,0.9323,0.8050,1.3468,1.0000
2016-11-16,1.3348,0.9347,0.8032,1.3415,1.0000
2016-11-17,1.3414,0.9384,0.8032,1.3429,1.0000
2016-11-18,1.3615,0.9434,0.8112,1.3518,1.0000
2016-11-21,1.3592,0.9437,0.8017,1.3432,1.0000
2016-11-22,1.3535,0.9418,0.8049,1.3444,1.0000
2016-11-23,1.3530,0.9470,0.8027,1.3467,1.0000
2016-11-25,1.3468,0.9438,0.8024,1.3512,1.0000
2016-11-28,1.3373,0.9455,0.8057,1.3401,1.0000
2016-11-29,1.3389,0.9411,0.7997,1.3435,1.0000
2016-11-30,1.3537,0.9454,0.8012,1.3425,1.0000
2016-12-01,1.3493,0.9404,0.7939,1.333,1.0000
2016-12-02,1.3432,0.9376,0.7883,1.3298,1.0000
2016-12-05,1.3376,0.9326,0.7869,1.3271,1.0000
2016-12-06,1.3416,0.9331,0.7870,1.3279,1.0000
2016-12-07,1.3371,0.9295,0.7934,1.3251,1.0000
2016-12-08,1.3426,0.9412,0.7953,1.322,1.0000
2016-12-09,1.3437,0.9487,0.7943,1.3162,1.0000
2016-12-12,1.3358,0.9429,0.7888,1.3137,1.0000
2016-12-13,1.3344,0.9403,0.7883,1.3119,1.0000
2016-12-14,1.3312,0.9384,0.7870,1.3123,1.0000
2016-12-15,1.3618,0.9639,0.8072,1.3397,1.0000
2016-12-16,1.3702,0.9564,0.8014,1.3339,1.0000
2016-12-19,1.3767,0.9575,0.8052,1.3395,1.0000
2016-12-20,1.3789,0.9625,0.8092,1.3376,1.0000
2016-12-21,1.3805,0.9592,0.8098,1.3401,1.0000
2016-12-22,1.3858,0.9568,0.8129,1.347,1.0000
2016-12-23,1.3939,0.9570,0.8162,1.3533,1.0000
2016-12-27,1.3910,0.9562,0.8156,1.3553,1.0000
2016-12-28,1.3918,0.9626,0.8182,1.3555,1.0000
2016-12-29,1.3850,0.9537,0.8172,1.3488,1.0000
2016-12-30,1.3831,0.9477,0.8106,1.3426,1.0000
2017-01-03,1.3829,0.9601,0.8159,1.3437,1.0000
2017-01-04,1.3755,0.9546,0.8131,1.3293,1.0000
2017-01-05,1.3635,0.9436,0.8055,1.3216,1.0000
2017-01-06,1.3689,0.9470,0.8121,1.3216,1.0000
2017-01-09,1.3580,0.9455,0.8219,1.322,1.0000
2017-01-10,1.3569,0.9459,0.8220,1.3208,1.0000
2017-01-11,1.3514,0.9523,0.8252,1.3219,1.0000
2017-01-12,1.3319,0.9376,0.8189,1.313,1.0000
2017-01-13,1.3367,0.9412,0.8198,1.3134,1.0000
2017-01-17,1.3263,0.9350,0.8072,1.306,1.0000
2017-01-18,1.3240,0.9362,0.8124,1.3175,1.0000
2017-01-19,1.3254,0.9407,0.8118,1.3327,1.0000
2017-01-23,1.3221,0.9311,0.8010,1.3283,1.0000
2017-01-24,1.3186,0.9303,0.7980,1.3152,1.0000
2017-01-25,1.3219,0.9308,0.7924,1.3074,1.0000
2017-01-26,1.3278,0.9372,0.7950,1.3104,1.0000
2017-01-27,1.3247,0.9355,0.7980,1.3108,1.0000
2017-01-30,1.3235,0.9362,0.8014,1.3092,1.0000
2017-01-31,1.3189,0.9264,0.7946,1.303,1.0000
2017-02-01,1.3221,0.9295,0.7910,1.3088,1.0000
2017-02-02,1.3033,0.9258,0.7974,1.3018,1.0000
2017-02-03,1.3011,0.9266,0.7997,1.3003,1.0000
2017-02-06,1.3087,0.9319,0.8032,1.3116,1.0000
2017-02-07,1.3096,0.9355,0.8009,1.3166,1.0000
2017-02-08,1.3075,0.9339,0.7973,1.3156,1.0000
2017-02-09,1.3118,0.9383,0.7990,1.3139,1.0000
2017-02-10,1.3011,0.9390,0.7999,1.3073,1.0000
2017-02-13,1.3082,0.9431,0.7994,1.3072,1.0000
2017-02-14,1.3092,0.9454,0.8022,1.3092,1.0000
2017-02-15,1.2990,0.9437,0.8022,1.3082,1.0000
2017-02-16,1.2997,0.9381,0.8015,1.3056,1.0000
2017-02-17,1.3060,0.9422,0.8046,1.3114,1.0000
2017-02-21,1.3034,0.9478,0.8022,1.3149,1.0000
2017-02-22,1.3016,0.9474,0.8028,1.3188,1.0000
2017-02-23,1.2960,0.9446,0.7969,1.3109,1.0000
2017-02-24,1.3019,0.9452,0.8001,1.3106,1.0000
2017-02-27,1.2999,0.9413,0.8017,1.31,1.0000
2017-02-28,1.3011,0.9418,0.8047,1.3247,1.0000
2017-03-01,1.3048,0.9466,0.8118,1.3345,1.0000
2017-03-02,1.3196,0.9511,0.8152,1.3384,1.0000
2017-03-03,1.3229,0.9477,0.8164,1.3419,1.0000
2017-03-06,1.3187,0.9446,0.8168,1.341,1.0000
2017-03-07,1.3153,0.9450,0.8191,1.3413,1.0000
2017-03-08,1.3256,0.9481,0.8229,1.3479,1.0000
2017-03-09,1.3303,0.9446,0.8220,1.3504,1.0000
2017-03-10,1.3278,0.9375,0.8225,1.3468,1.0000
2017-03-13,1.3191,0.9372,0.8174,1.3453,1.0000
2017-03-14,1.3201,0.9394,0.8218,1.3462,1.0000
2017-03-15,1.3170,0.9407,0.8182,1.3451,1.0000
2017-03-16,1.3033,0.9313,0.8084,1.3316,1.0000
2017-03-17,1.3004,0.9309,0.8083,1.3366,1.0000
2017-03-20,1.2932,0.9299,0.8087,1.3357,1.0000
2017-03-21,1.2958,0.9251,0.8013,1.3321,1.0000
2017-03-22,1.3031,0.9259,0.8015,1.3347,1.0000
2017-03-23,1.3082,0.9270,0.7983,1.3332,1.0000
2017-03-24,1.3125,0.9254,0.8006,1.3373,1.0000
2017-03-27,1.3118,0.9189,0.7947,1.3367,1.0000
2017-03-28,1.3070,0.9215,0.7998,1.3363,1.0000
2017-03-29,1.3055,0.9297,0.8057,1.3372,1.0000
2017-03-30,1.3045,0.9323,0.8007,1.3278,1.0000
2017-03-31,1.3092,0.9348,0.7976,1.3321,1.0000
2017-04-03,1.3156,0.9385,0.8013,1.3388,1.0000
2017-04-04,1.3215,0.9377,0.8041,1.3413,1.0000
2017-04-05,1.3201,0.9380,0.8008,1.341,1.0000
2017-04-06,1.3247,0.9389,0.8009,1.3409,1.0000
2017-04-07,1.3305,0.9420,0.8066,1.3396,1.0000
2017-04-10,1.3333,0.9429,0.8053,1.3347,1.0000
2017-04-11,1.3339,0.9422,0.8010,1.3333,1.0000
2017-04-12,1.3360,0.9424,0.8000,1.3302,1.0000
2017-04-13,1.3184,0.9407,0.7986,1.3266,1.0000
2017-04-14,1.3201,0.9412,0.7980,1.3316,1.0000
2017-04-17,1.3151,0.9381,0.7945,1.3277,1.0000
2017-04-18,1.3240,0.9341,0.7831,1.3381,1.0000
2017-04-19,1.3333,0.9340,0.7819,1.3467,1.0000
2017-04-20,1.3263,0.9295,0.7794,1.3479,1.0000
2017-04-21,1.3264,0.9351,0.7823,1.3502,1.0000
2017-04-24,1.3231,0.9220,0.7823,1.3517,1.0000
2017-04-25,1.3266,0.9140,0.7791,1.3614,1.0000
2017-04-26,1.3401,0.9198,0.7789,1.3591,1.0000
2017-04-27,1.3419,0.9205,0.7759,1.3664,1.0000
2017-04-28,1.3378,0.9179,0.7729,1.3669,1.0000
2017-05-01,1.3273,0.9164,0.7742,1.3653,1.0000
2017-05-02,1.3293,0.9166,0.7739,1.3742,1.0000
2017-05-03,1.3421,0.9158,0.7742,1.3705,1.0000
2017-05-04,1.3508,0.9118,0.7746,1.3745,1.0000
2017-05-05,1.3488,0.9094,0.7722,1.3699,1.0000
2017-05-08,1.3539,0.9151,0.7727,1.3712,1.0000
2017-05-09,1.3602,0.9195,0.7729,1.3715,1.0000
2017-05-10,1.3545,0.9197,0.7729,1.3652,1.0000
2017-05-11,1.3561,0.9200,0.7761,1.3693,1.0000
2017-05-12,1.3519,0.9152,0.7764,1.3717,1.0000
2017-05-15,1.3468,0.9108,0.7742,1.3648,1.0000
2017-05-16,1.3461,0.9032,0.7745,1.359,1.0000
2017-05-17,1.3466,0.8981,0.7726,1.3594,1.0000
2017-05-18,1.3455,0.8985,0.7687,1.3604,1.0000
2017-05-19,1.3425,0.8937,0.7682,1.3537,1.0000
2017-05-22,1.3376,0.8900,0.7689,1.3503,1.0000
2017-05-23,1.3360,0.8930,0.7702,1.3492,1.0000
2017-05-24,1.3399,0.8949,0.7731,1.3454,1.0000
2017-05-25,1.3394,0.8914,0.7720,1.3457,1.0000
2017-05-26,1.3441,0.8953,0.7816,1.3454,1.0000
2017-05-30,1.3396,0.8942,0.7777,1.3462,1.0000
2017-05-31,1.3446,0.8900,0.7749,1.3498,1.0000
2017-06-01,1.3537,0.8917,0.7756,1.3484,1.0000
2017-06-02,1.3439,0.8873,0.7761,1.35,1.0000
2017-06-05,1.3371,0.8889,0.7742,1.3484,1.0000
2017-06-06,1.3308,0.8876,0.7751,1.3451,1.0000
2017-06-07,1.3245,0.8900,0.7727,1.3514,1.0000
2017-06-08,1.3257,0.8915,0.7729,1.3494,1.0000
2017-06-09,1.3277,0.8937,0.7851,1.3434,1.0000
2017-06-12,1.3264,0.8925,0.7900,1.3447,1.0000
2017-06-13,1.3263,0.8933,0.7850,1.3226,1.0000
2017-06-14,1.3125,0.8868,0.7808,1.3201,1.0000
2017-06-15,1.3189,0.8967,0.7832,1.3286,1.0000
2017-06-16,1.3120,0.8933,0.7826,1.3235,1.0000
2017-06-19,1.3149,0.8961,0.7847,1.3202,1.0000
2017-06-20,1.3201,0.8990,0.7919,1.3268,1.0000
2017-06-21,1.3247,0.8974,0.7895,1.3323,1.0000
2017-06-22,1.3259,0.8970,0.7900,1.3236,1.0000
2017-06-23,1.3196,0.8932,0.7857,1.3263,1.0000
2017-06-26,1.3175,0.8932,0.7854,1.3228,1.0000
2017-06-27,1.3179,0.8850,0.7818,1.3176,1.0000
2017-06-28,1.3092,0.8800,0.7730,1.3043,1.0000
2017-06-29,1.3021,0.8757,0.7702,1.301,1.0000
2017-06-30,1.3028,0.8763,0.7695,1.2982,1.0000
2017-07-03,1.3068,0.8797,0.7721,1.3,1.0000
2017-07-05,1.3179,0.8821,0.7732,1.2998,1.0000
2017-07-06,1.3186,0.8765,0.7712,1.2933,1.0000
2017-07-07,1.3160,0.8775,0.7764,1.287,1.0000
2017-07-10,1.3160,0.8775,0.7762,1.2883,1.0000
2017-07-11,1.3134,0.8749,0.7781,1.2921,1.0000
2017-07-12,1.3033,0.8763,0.7759,1.2768,1.0000
2017-07-13,1.2940,0.8783,0.7739,1.2739,1.0000
2017-07-14,1.2799,0.8732,0.7646,1.2655,1.0000
2017-07-17,1.2802,0.8718,0.7658,1.2673,1.0000
2017-07-18,1.2621,0.8637,0.7677,1.2663,1.0000
2017-07-19,1.2585,0.8682,0.7671,1.2586,1.0000
2017-07-20,1.2566,0.8595,0.7707,1.2582,1.0000
2017-07-21,1.2641,0.8580,0.7711,1.2545,1.0000
2017-07-24,1.2617,0.8590,0.7676,1.2519,1.0000
2017-07-25,1.2580,0.8579,0.7665,1.2512,1.0000
2017-07-26,1.2623,0.8597,0.7664,1.2506,1.0000
2017-07-27,1.2560,0.8579,0.7654,1.2529,1.0000
2017-07-28,1.2514,0.8508,0.7620,1.2436,1.0000
2017-07-31,1.2519,0.8456,0.7578,1.249,1.0000
2017-08-01,1.2541,0.8475,0.7572,1.254,1.0000
2017-08-02,1.2527,0.8431,0.7555,1.2544,1.0000
2017-08-03,1.2587,0.8418,0.7608,1.2563,1.0000
2017-08-04,1.2620,0.8508,0.7671,1.2639,1.0000
2017-08-07,1.2650,0.8483,0.7680,1.2684,1.0000
2017-08-08,1.2650,0.8530,0.7711,1.2658,1.0000
2017-08-09,1.2703,0.8512,0.7694,1.2711,1.0000
2017-08-10,1.2677,0.8510,0.7705,1.2705,1.0000
2017-08-11,1.2690,0.8467,0.7699,1.2689,1.0000
2017-08-14,1.2716,0.8485,0.7707,1.2698,1.0000
2017-08-15,1.2784,0.8521,0.7775,1.2745,1.0000
2017-08-16,1.2687,0.8545,0.7776,1.2708,1.0000
2017-08-17,1.2629,0.8521,0.7759,1.265,1.0000
2017-08-18,1.2606,0.8512,0.7784,1.2585,1.0000
2017-08-21,1.2601,0.8465,0.7750,1.2587,1.0000
